x,y
0.00268846,6.37406e+06
0.00270505,6.37408e+06
0.00272169,6.3741e+06
0.00273839,6.37412e+06
0.00275513,6.37413e+06
0.00277193,6.37415e+06
0.00278878,6.37417e+06
0.00280568,6.37419e+06
0.00282263,6.37421e+06
0.00283963,6.37423e+06
0.00285668,6.37425e+06
0.00287379,6.37427e+06
0.00289094,6.37429e+06
0.00290815,6.37431e+06
0.0029254,6.37433e+06
0.00294271,6.37435e+06
0.00296007,6.37437e+06
0.00297748,6.37439e+06
0.00299494,6.37441e+06
0.00301245,6.37443e+06
0.00303001,6.37445e+06
0.00304763,6.37447e+06
0.00306529,6.37449e+06
0.00308301,6.37451e+06
0.00310077,6.37453e+06
0.00311859,6.37455e+06
0.00313646,6.37457e+06
0.00315438,6.37459e+06
0.00317235,6.37461e+06
0.00319037,6.37463e+06
0.00320845,6.37465e+06
0.00322657,6.37467e+06
0.00324474,6.37469e+06
0.00326297,6.37471e+06
0.00328125,6.37473e+06
0.00329958,6.37475e+06
0.00331795,6.37478e+06
0.00333638,6.3748e+06
0.00335487,6.37482e+06
0.0033734,6.37484e+06
0.00339198,6.37486e+06
0.00341061,6.37488e+06
0.0034293,6.3749e+06
0.00344804,6.37492e+06
0.00346682,6.37494e+06
0.00348566,6.37497e+06
0.00350455,6.37499e+06
0.00352349,6.37501e+06
0.00354248,6.37503e+06
0.00356152,6.37505e+06
0.00358062,6.37507e+06
0.00359976,6.3751e+06
0.00361896,6.37512e+06
0.0036382,6.37514e+06
0.0036575,6.37516e+06
0.00367685,6.37518e+06
0.00369625,6.37521e+06
0.0037157,6.37523e+06
0.0037352,6.37525e+06
0.00375475,6.37527e+06
0.00377435,6.37529e+06
0.00379401,6.37532e+06
0.00381371,6.37534e+06
0.00383347,6.37536e+06
0.00385328,6.37538e+06
0.00387314,6.37541e+06
0.00389305,6.37543e+06
0.00391301,6.37545e+06
0.00393302,6.37548e+06
0.00395308,6.3755e+06
0.00397319,6.37552e+06
0.00399336,6.37554e+06
0.00401357,6.37557e+06
0.00403384,6.37559e+06
0.00405416,6.37561e+06
0.00407453,6.37564e+06
0.00409495,6.37566e+06
0.00411542,6.37568e+06
0.00413594,6.37571e+06
0.00415651,6.37573e+06
0.00417713,6.37575e+06
0.00419781,6.37578e+06
0.00421853,6.3758e+06
0.00423931,6.37582e+06
0.00426014,6.37585e+06
0.00428102,6.37587e+06
0.00430195,6.3759e+06
0.00432293,6.37592e+06
0.00434396,6.37594e+06
0.00436504,6.37597e+06
0.00438617,6.37599e+06
0.00440736,6.37602e+06
0.00442859,6.37604e+06
0.00444988,6.37606e+06
0.00447122,6.37609e+06
0.00449261,6.37611e+06
0.00451405,6.37614e+06
0.00453554,6.37616e+06
0.00455708,6.37619e+06
0.00457867,6.37621e+06
0.00460031,6.37624e+06
0.00462201,6.37626e+06
0.00464375,6.37628e+06
0.00466555,6.37631e+06
0.0046874,6.37633e+06
0.0047093,6.37636e+06
0.00473125,6.37638e+06
0.00475325,6.37641e+06
0.0047753,6.37643e+06
0.0047974,6.37646e+06
0.00481956,6.37649e+06
0.00484176,6.37651e+06
0.00486402,6.37654e+06
0.00488632,6.37656e+06
0.00490868,6.37659e+06
0.00493109,6.37661e+06
0.00495355,6.37664e+06
0.00497606,6.37666e+06
0.00499862,6.37669e+06
0.00502123,6.37671e+06
0.0050439,6.37674e+06
0.00506661,6.37677e+06
0.00508938,6.37679e+06
0.00511219,6.37682e+06
0.00513506,6.37684e+06
0.00515798,6.37687e+06
0.00518095,6.3769e+06
0.00520397,6.37692e+06
0.00522704,6.37695e+06
0.00525016,6.37698e+06
0.00527333,6.377e+06
0.00529656,6.37703e+06
0.00531983,6.37705e+06
0.00534316,6.37708e+06
0.00536654,6.37711e+06
0.00538997,6.37713e+06
0.00541345,6.37716e+06
0.00543698,6.37719e+06
0.00546056,6.37722e+06
0.00548419,6.37724e+06
0.00550787,6.37727e+06
0.00553161,6.3773e+06
0.00555539,6.37732e+06
0.00557923,6.37735e+06
0.00560312,6.37738e+06
0.00562705,6.3774e+06
0.00565104,6.37743e+06
0.00567508,6.37746e+06
0.00569917,6.37749e+06
0.00572332,6.37751e+06
0.00574751,6.37754e+06
0.00577175,6.37757e+06
0.00579605,6.3776e+06
0.00582039,6.37763e+06
0.00584479,6.37765e+06
0.00586924,6.37768e+06
0.00589374,6.37771e+06
0.00591829,6.37774e+06
0.00594289,6.37776e+06
0.00596754,6.37779e+06
0.00599224,6.37782e+06
0.006017,6.37785e+06
0.0060418,6.37788e+06
0.00606666,6.37791e+06
0.00609157,6.37793e+06
0.00611652,6.37796e+06
0.00614153,6.37799e+06
0.00616659,6.37802e+06
0.0061917,6.37805e+06
0.00621686,6.37808e+06
0.00624208,6.37811e+06
0.00626734,6.37813e+06
0.00629265,6.37816e+06
0.00631802,6.37819e+06
0.00634344,6.37822e+06
0.0063689,6.37825e+06
0.00639442,6.37828e+06
0.00641999,6.37831e+06
0.00644561,6.37834e+06
0.00647128,6.37837e+06
0.00649701,6.3784e+06
0.00652278,6.37843e+06
0.0065486,6.37845e+06
0.00657448,6.37848e+06
0.00660041,6.37851e+06
0.00662638,6.37854e+06
0.00665241,6.37857e+06
0.00667849,6.3786e+06
0.00670462,6.37863e+06
0.0067308,6.37866e+06
0.00675703,6.37869e+06
0.00678332,6.37872e+06
0.00680965,6.37875e+06
0.00683604,6.37878e+06
0.00686247,6.37881e+06
0.00688896,6.37884e+06
0.0069155,6.37887e+06
0.00694208,6.3789e+06
0.00696872,6.37893e+06
0.00699542,6.37896e+06
0.00702216,6.37899e+06
0.00704895,6.37902e+06
0.00707579,6.37906e+06
0.00710269,6.37909e+06
0.00712963,6.37912e+06
0.00715663,6.37915e+06
0.00718368,6.37918e+06
0.00721078,6.37921e+06
0.00723792,6.37924e+06
0.00726513,6.37927e+06
0.00729238,6.3793e+06
0.00731968,6.37933e+06
0.00734703,6.37936e+06
0.00737444,6.3794e+06
0.00740189,6.37943e+06
0.0074294,6.37946e+06
0.00745695,6.37949e+06
0.00748456,6.37952e+06
0.00751222,6.37955e+06
0.00753993,6.37958e+06
0.00756769,6.37962e+06
0.0075955,6.37965e+06
0.00762337,6.37968e+06
0.00765128,6.37971e+06
0.00767924,6.37974e+06
0.00770726,6.37978e+06
0.00773533,6.37981e+06
0.00776344,6.37984e+06
0.00779161,6.37987e+06
0.00781983,6.3799e+06
0.0078481,6.37994e+06
0.00787642,6.37997e+06
0.0079048,6.38e+06
0.00793322,6.38003e+06
0.00796169,6.38007e+06
0.00799022,6.3801e+06
0.00801879,6.38013e+06
0.00804742,6.38016e+06
0.0080761,6.3802e+06
0.00810483,6.38023e+06
0.00813361,6.38026e+06
0.00816244,6.38029e+06
0.00819132,6.38033e+06
0.00822025,6.38036e+06
0.00824924,6.38039e+06
0.00827827,6.38043e+06
0.00830736,6.38046e+06
0.00833649,6.38049e+06
0.00836568,6.38053e+06
0.00839492,6.38056e+06
0.00842421,6.38059e+06
0.00845355,6.38063e+06
0.00848294,6.38066e+06
0.00851238,6.38069e+06
0.00854188,6.38073e+06
0.00857142,6.38076e+06
0.00860101,6.38079e+06
0.00863066,6.38083e+06
0.00866036,6.38086e+06
0.0086901,6.3809e+06
0.0087199,6.38093e+06
0.00874975,6.38096e+06
0.00877965,6.381e+06
0.0088096,6.38103e+06
0.00883961,6.38107e+06
0.00886966,6.3811e+06
0.00889976,6.38113e+06
0.00892992,6.38117e+06
0.00896013,6.3812e+06
0.00899038,6.38124e+06
0.00902069,6.38127e+06
0.00905105,6.38131e+06
0.00908146,6.38134e+06
0.00911192,6.38138e+06
0.00914243,6.38141e+06
0.00917299,6.38145e+06
0.00920361,6.38148e+06
